	gcf_id	num_bgc	mibig	class	x	y	z	size	desc	is_mibig
10	244888	15	['BGC0001292.1', 'BGC0001213.1']	mixed	-531.118	4148.7735999999995	-101.49853	14.113095108668176	GCF-244888, num BGCs: 15, MIBiG IDs: 1213;1292	True
11	244889	1207	['BGC0001110.1', 'BGC0001611.1', 'BGC0001116.1', 'BGC0001091.1', 'BGC0001099.1', 'BGC0000967.1', 'BGC0001071.1', 'BGC0001025.1', 'BGC0001823.1', 'BGC0001564.1', 'BGC0001751.1']	mixed	-1897.9887	-3441.5930000000003	1553.5928000000001	36.98048724116819	GCF-244889, num BGCs: 1,207, MIBiG IDs: 967;1025;1071;1091;1099;1110;1116;1564;1611;1751;1823	True
12	244890	1638	['BGC0000863.1', 'BGC0000044.1', 'BGC0000284.1', 'BGC0001927.1', 'BGC0000861.1', 'BGC0000886.1', 'BGC0000056.1', 'BGC0000862.1']	mixed	841.8633	3601.1665000000003	-395.1038	38.57176676909279	GCF-244890, num BGCs: 1,638, MIBiG IDs: 44;56;284;861;862;863;886;1927	True
13	244891	4	['BGC0001979.1', 'BGC0001675.1']	mixed	-3070.0737	-1506.2447	-919.5263000000001	7.224719895935548	GCF-244891, num BGCs: 4, MIBiG IDs: 1675;1979	True
14	244892	12073	['BGC0000467.1', 'BGC0001055.1']	mixed	-1357.5935	31.438907999999998	3560.4855000000002	48.98178240758736	GCF-244892, num BGCs: 12,073, MIBiG IDs: 467;1055	True
15	244893	3626	['BGC0001917.1', 'BGC0000234.1', 'BGC0000196.1', 'BGC0000248.1', 'BGC0000228.1', 'BGC0001797.1', 'BGC0001940.1', 'BGC0002000.1', 'BGC0001987.1', 'BGC0000231.1']	mixed	-366.12349	131.14213999999998	-3564.877	42.713133597113874	GCF-244893, num BGCs: 3,626, MIBiG IDs: 196;228;231;234;248;1797;1917;1940;1987;2000	True
16	244894	16	['BGC0001106.1']	mixed	-1447.5944	-924.3918000000001	1548.283	14.449439791871097	GCF-244894, num BGCs: 16, MIBiG IDs: 1106	True
17	244895	1	['BGC0001597.1']	Polyketide	-167.29095	-1599.6467	-405.3516	0.0	GCF-244895, num BGCs: 1, MIBiG IDs: 1597	True
18	244896	195	['BGC0000008.1', 'BGC0000006.1', 'BGC0000007.1', 'BGC0000011.1', 'BGC0001281.1', 'BGC0000004.1', 'BGC0000009.1', 'BGC0000152.1', 'BGC0000027.1']	mixed	85.08087	1883.1594	249.21410000000003	27.480415336350212	GCF-244896, num BGCs: 195, MIBiG IDs: 4;6;7;8;9;11;27;152;1281	True
19	244897	5	['BGC0000141.1']	mixed	-1687.1397000000002	-2290.3862	-13.135526	8.387640052032227	GCF-244897, num BGCs: 5, MIBiG IDs: 141	True
20	244898	1752	['BGC0001108.1', 'BGC0001105.1', 'BGC0001109.1', 'BGC0001069.1', 'BGC0001646.1', 'BGC0000981.1', 'BGC0001795.1', 'BGC0000179.1', 'BGC0001300.1', 'BGC0000184.1', 'BGC0001301.1', 'BGC0001186.1', 'BGC0001111.1', 'BGC0000174.1', 'BGC0000180.1', 'BGC0001780.1', 'BGC0000978.1', 'BGC0001093.1', 'BGC0001089.1', 'BGC0001946.1', 'BGC0001644.1', 'BGC0000181.1', 'BGC0001656.1', 'BGC0001383.1', 'BGC0001299.1', 'BGC0000176.1', 'BGC0000083.1']	mixed	-2323.8696999999997	-1510.2284	1933.6953999999998	38.92240922198474	GCF-244898, num BGCs: 1,752, MIBiG IDs: 83;174;176;179;180;181;184;978;981;1069;1089;1093;1105;1108;1109;1111;1186;1299;1300;1301;1383;1644;1646;1656;1780;1795;1946	True
21	244899	4	['BGC0001040.1']	mixed	-1318.3051	-1481.185	1064.898	7.224719895935548	GCF-244899, num BGCs: 4, MIBiG IDs: 1040	True
22	244900	4	['BGC0001566.1', 'BGC0001357.1', 'BGC0001064.1']	Polyketide	-1199.5367999999999	-3716.269	1172.7677999999999	7.224719895935548	GCF-244900, num BGCs: 4, MIBiG IDs: 1064;1357;1566	True
23	244901	29	['BGC0001100.1', 'BGC0001543.1']	mixed	-2302.3918	-1244.6688	2068.0063	17.548775974787475	GCF-244901, num BGCs: 29, MIBiG IDs: 1100;1543	True
24	244902	1080	[]	mixed	-1217.9075	568.1037	3343.174	36.4010850658434	GCF-244902, num BGCs: 1,080, MIBiG IDs: -	False
25	244903	26	['BGC0000956.1']	mixed	1492.5839	-2768.141	-1576.1051	16.979680175649815	GCF-244903, num BGCs: 26, MIBiG IDs: 956	True
26	244904	34	['BGC0000241.1', 'BGC0001693.1', 'BGC0000240.1']	mixed	-3668.583	-577.8859	-995.3256	18.37774700450706	GCF-244904, num BGCs: 34, MIBiG IDs: 240;241;1693	True
27	244905	1	['BGC0000078.1']	Polyketide	-1014.3295999999999	-1518.3189	-1439.2640000000001	0.0	GCF-244905, num BGCs: 1, MIBiG IDs: 78	True
28	244906	17	['BGC0000960.1']	mixed	1665.0670000000002	-1576.4552999999999	1456.2345	14.765387056539286	GCF-244906, num BGCs: 17, MIBiG IDs: 960	True
29	244907	3	['BGC0001042.1']	mixed	-2372.7365	3128.1551	-2107.2115	5.7254550566359494	GCF-244907, num BGCs: 3, MIBiG IDs: 1042	True
30	244908	2	['BGC0000112.1']	Polyketide	2255.443	2242.2976	654.578	3.612359947967774	GCF-244908, num BGCs: 2, MIBiG IDs: 112	True
31	244909	5	['BGC0001704.1', 'BGC0001703.1']	mixed	-377.067	1763.1664	1947.4096	8.387640052032227	GCF-244909, num BGCs: 5, MIBiG IDs: 1703;1704	True
32	244910	19	['BGC0001584.1', 'BGC0000965.1', 'BGC0001397.1']	mixed	2691.9718	2831.2563	901.3405	15.345043211433946	GCF-244910, num BGCs: 19, MIBiG IDs: 965;1397;1584	True
33	244911	67	['BGC0001045.1', 'BGC0000993.1', 'BGC0000964.1']	mixed	-1456.1963	-108.86971999999999	2067.5842	21.912897632409916	GCF-244911, num BGCs: 67, MIBiG IDs: 964;993;1045	True
34	244912	9	['BGC0000269.1']	mixed	-3470.7985	-1610.6594	-687.8998	11.450910113271899	GCF-244912, num BGCs: 9, MIBiG IDs: 269	True
35	244913	2	['BGC0001772.1']	mixed	-2147.6376999999998	-2402.63	1304.7012	3.612359947967774	GCF-244913, num BGCs: 2, MIBiG IDs: 1772	True
36	244914	1	['BGC0000238.1']	Polyketide	-3463.139	-827.5062999999999	-343.18562	0.0	GCF-244914, num BGCs: 1, MIBiG IDs: 238	True
37	244915	12	['BGC0001008.1']	mixed	3034.0322	2151.621	1464.4544	12.950174952571498	GCF-244915, num BGCs: 12, MIBiG IDs: 1008	True
38	244916	10	['BGC0001409.1', 'BGC0001061.1']	mixed	-3005.8962	-2423.3038	-610.4856	12.0	GCF-244916, num BGCs: 10, MIBiG IDs: 1061;1409	True
39	244917	369	[]	Polyketide	267.30782999999997	477.38404	-3523.8384000000005	30.80431639390872	GCF-244917, num BGCs: 369, MIBiG IDs: -	False
40	244918	2	['BGC0001101.1']	mixed	-1286.9971	-2529.0227999999997	2269.7004	3.612359947967774	GCF-244918, num BGCs: 2, MIBiG IDs: 1101	True
41	244919	21	['BGC0000192.1', 'BGC0000191.1', 'BGC0000212.1']	Polyketide	-3646.061	-1779.0623	-1066.0387	15.86663153680703	GCF-244919, num BGCs: 21, MIBiG IDs: 191;192;212	True
42	244920	1	['BGC0001730.1']	Polyketide	-3406.241	-243.78861999999998	-3223.0564	0.0	GCF-244920, num BGCs: 1, MIBiG IDs: 1730	True
43	244921	6	['BGC0000199.1']	mixed	-3806.4842	-1626.4116000000001	-1345.3834000000002	9.337815004603723	GCF-244921, num BGCs: 6, MIBiG IDs: 199	True
44	244922	6	['BGC0000032.1']	Polyketide	-3338.1073	-551.6649	583.99253	9.337815004603723	GCF-244922, num BGCs: 6, MIBiG IDs: 32	True
45	244923	3	['BGC0001898.1', 'BGC0001140.1', 'BGC0001156.1']	Terpene	872.1852	-686.0049	-4329.137	5.7254550566359494	GCF-244923, num BGCs: 3, MIBiG IDs: 1140;1156;1898	True
46	244924	7	['BGC0001702.1']	mixed	-1275.4564	-1433.2661	629.51045	10.141176480171081	GCF-244924, num BGCs: 7, MIBiG IDs: 1702	True
47	244925	8	['BGC0000020.1', 'BGC0001511.1', 'BGC0002011.1']	mixed	-2193.9066000000003	-932.3181	504.46906	10.837079843903322	GCF-244925, num BGCs: 8, MIBiG IDs: 20;1511;2011	True
48	244926	18716	['BGC0000837.1', 'BGC0000836.1', 'BGC0002008.1']	mixed	-763.6155600000001	1504.5339000000001	-3276.4797000000003	51.26655643824171	GCF-244926, num BGCs: 18,716, MIBiG IDs: 836;837;2008	True
49	244927	23	['BGC0002010.1', 'BGC0000935.1']	mixed	2436.6890000000003	1134.8813	2992.8007000000002	16.340734032211113	GCF-244927, num BGCs: 23, MIBiG IDs: 935;2010	True
50	244928	6	['BGC0000082.1', 'BGC0000162.1', 'BGC0001183.1', 'BGC0001004.1']	mixed	207.91202	-2061.0825	-596.5559	9.337815004603723	GCF-244928, num BGCs: 6, MIBiG IDs: 82;162;1004;1183	True
51	244929	2	['BGC0000054.1']	Polyketide	-953.993	-2410.3186	-609.96366	3.612359947967774	GCF-244929, num BGCs: 2, MIBiG IDs: 54	True
52	244930	3	['BGC0000031.1', 'BGC0001533.1']	Polyketide	-1784.0585999999998	15.655656	-593.08186	5.7254550566359494	GCF-244930, num BGCs: 3, MIBiG IDs: 31;1533	True
53	244931	54	['BGC0001062.1']	mixed	-1799.4689999999998	-3451.8569999999995	-1434.5617	20.78872511787562	GCF-244931, num BGCs: 54, MIBiG IDs: 1062	True
54	244932	51	['BGC0000065.1']	mixed	1516.6742	2807.263	-48.340514	20.490842113175233	GCF-244932, num BGCs: 51, MIBiG IDs: 65	True
55	244933	6	['BGC0000195.1']	mixed	-590.82656	-2529.9547000000002	-2417.3424	9.337815004603723	GCF-244933, num BGCs: 6, MIBiG IDs: 195	True
56	244934	4	['BGC0001205.1']	mixed	726.2782	1211.1089	389.84103	7.224719895935548	GCF-244934, num BGCs: 4, MIBiG IDs: 1205	True
57	244935	25	['BGC0000242.1', 'BGC0000200.1', 'BGC0000279.1']	mixed	-3940.9264	-1267.3468	-2515.5416	16.775280104064453	GCF-244935, num BGCs: 25, MIBiG IDs: 200;242;279	True
