gcf_id	num_bgc	mibig	class	x	y	z
244888	15	['BGC0001292.1', 'BGC0001213.1']	mixed	-5.31118	41.487736	-1.0149853
244889	1207	['BGC0001110.1', 'BGC0001611.1', 'BGC0001116.1', 'BGC0001091.1', 'BGC0001099.1', 'BGC0000967.1', 'BGC0001071.1', 'BGC0001025.1', 'BGC0001823.1', 'BGC0001564.1', 'BGC0001751.1']	mixed	-18.979887	-34.41593	15.535928
244890	1638	['BGC0000863.1', 'BGC0000044.1', 'BGC0000284.1', 'BGC0001927.1', 'BGC0000861.1', 'BGC0000886.1', 'BGC0000056.1', 'BGC0000862.1']	mixed	8.418633	36.011665	-3.951038
244891	4	['BGC0001979.1', 'BGC0001675.1']	mixed	-30.700737	-15.062447	-9.195263
244892	12073	['BGC0000467.1', 'BGC0001055.1']	mixed	-13.575935	0.31438908	35.604855
244893	3626	['BGC0001917.1', 'BGC0000234.1', 'BGC0000196.1', 'BGC0000248.1', 'BGC0000228.1', 'BGC0001797.1', 'BGC0001940.1', 'BGC0002000.1', 'BGC0001987.1', 'BGC0000231.1']	mixed	-3.6612349	1.3114214	-35.64877
244894	16	['BGC0001106.1']	mixed	-14.475944	-9.243918	15.48283
244895	1	['BGC0001597.1']	Polyketide	-1.6729095	-15.996467	-4.053516
244896	195	['BGC0000008.1', 'BGC0000006.1', 'BGC0000007.1', 'BGC0000011.1', 'BGC0001281.1', 'BGC0000004.1', 'BGC0000009.1', 'BGC0000152.1', 'BGC0000027.1']	mixed	0.8508087	18.831594	2.492141
244897	5	['BGC0000141.1']	mixed	-16.871397	-22.903862	-0.13135526
244898	1752	['BGC0001108.1', 'BGC0001105.1', 'BGC0001109.1', 'BGC0001069.1', 'BGC0001646.1', 'BGC0000981.1', 'BGC0001795.1', 'BGC0000179.1', 'BGC0001300.1', 'BGC0000184.1', 'BGC0001301.1', 'BGC0001186.1', 'BGC0001111.1', 'BGC0000174.1', 'BGC0000180.1', 'BGC0001780.1', 'BGC0000978.1', 'BGC0001093.1', 'BGC0001089.1', 'BGC0001946.1', 'BGC0001644.1', 'BGC0000181.1', 'BGC0001656.1', 'BGC0001383.1', 'BGC0001299.1', 'BGC0000176.1', 'BGC0000083.1']	mixed	-23.238697	-15.102284	19.336954
244899	4	['BGC0001040.1']	mixed	-13.183051	-14.81185	10.64898
244900	4	['BGC0001566.1', 'BGC0001357.1', 'BGC0001064.1']	Polyketide	-11.995368	-37.16269	11.727678
244901	29	['BGC0001100.1', 'BGC0001543.1']	mixed	-23.023918	-12.446688	20.680063
244902	1080	[]	mixed	-12.179075	5.681037	33.43174
244903	26	['BGC0000956.1']	mixed	14.925839	-27.68141	-15.761051
244904	34	['BGC0000241.1', 'BGC0001693.1', 'BGC0000240.1']	mixed	-36.68583	-5.778859	-9.953256
244905	1	['BGC0000078.1']	Polyketide	-10.143296	-15.183189	-14.39264
244906	17	['BGC0000960.1']	mixed	16.65067	-15.764553	14.562345
244907	3	['BGC0001042.1']	mixed	-23.727365	31.281551	-21.072115
244908	2	['BGC0000112.1']	Polyketide	22.55443	22.422976	6.54578
244909	5	['BGC0001704.1', 'BGC0001703.1']	mixed	-3.77067	17.631664	19.474096
244910	19	['BGC0001584.1', 'BGC0000965.1', 'BGC0001397.1']	mixed	26.919718	28.312563	9.013405
244911	67	['BGC0001045.1', 'BGC0000993.1', 'BGC0000964.1']	mixed	-14.561963	-1.0886972	20.675842
244912	9	['BGC0000269.1']	mixed	-34.707985	-16.106594	-6.878998
244913	2	['BGC0001772.1']	mixed	-21.476377	-24.0263	13.047012
244914	1	['BGC0000238.1']	Polyketide	-34.63139	-8.275063	-3.4318562
244915	12	['BGC0001008.1']	mixed	30.340322	21.51621	14.644544
244916	10	['BGC0001409.1', 'BGC0001061.1']	mixed	-30.058962	-24.233038	-6.104856
244917	369	[]	Polyketide	2.6730783	4.7738404	-35.238384
244918	2	['BGC0001101.1']	mixed	-12.869971	-25.290228	22.697004
244919	21	['BGC0000192.1', 'BGC0000191.1', 'BGC0000212.1']	Polyketide	-36.46061	-17.790623	-10.660387
244920	1	['BGC0001730.1']	Polyketide	-34.06241	-2.4378862	-32.230564
244921	6	['BGC0000199.1']	mixed	-38.064842	-16.264116	-13.453834
244922	6	['BGC0000032.1']	Polyketide	-33.381073	-5.516649	5.8399253
244923	3	['BGC0001898.1', 'BGC0001140.1', 'BGC0001156.1']	Terpene	8.721852	-6.860049	-43.29137
244924	7	['BGC0001702.1']	mixed	-12.754564	-14.332661	6.2951045
244925	8	['BGC0000020.1', 'BGC0001511.1', 'BGC0002011.1']	mixed	-21.939066	-9.323181	5.0446906
244926	18716	['BGC0000837.1', 'BGC0000836.1', 'BGC0002008.1']	mixed	-7.6361556	15.045339	-32.764797
244927	23	['BGC0002010.1', 'BGC0000935.1']	mixed	24.36689	11.348813	29.928007
244928	6	['BGC0000082.1', 'BGC0000162.1', 'BGC0001183.1', 'BGC0001004.1']	mixed	2.0791202	-20.610825	-5.965559
244929	2	['BGC0000054.1']	Polyketide	-9.53993	-24.103186	-6.0996366
244930	3	['BGC0000031.1', 'BGC0001533.1']	Polyketide	-17.840586	0.15655656	-5.9308186
244931	54	['BGC0001062.1']	mixed	-17.99469	-34.51857	-14.345617
244932	51	['BGC0000065.1']	mixed	15.166742	28.07263	-0.48340514
244933	6	['BGC0000195.1']	mixed	-5.9082656	-25.299547	-24.173424
244934	4	['BGC0001205.1']	mixed	7.262782	12.111089	3.8984103
244935	25	['BGC0000242.1', 'BGC0000200.1', 'BGC0000279.1']	mixed	-39.409264	-12.673468	-25.155416
244936	15	['BGC0001073.1']	mixed	-34.706738	-18.219734	-13.44119
244937	3	['BGC0000921.1']	mixed	0.8625629	1.6348412	-32.227192
244938	55	['BGC0001983.1']	mixed	-3.9000697	15.948996	-21.251837
244939	39	['BGC0000260.1', 'BGC0000258.1', 'BGC0000259.1']	mixed	18.143686	21.801014	-0.95578474
244940	87	['BGC0001297.1', 'BGC0000429.1', 'BGC0002014.1', 'BGC0001975.1']	mixed	1.1780683	0.27418467	-17.896172
244941	43	['BGC0001370.1', 'BGC0000315.1']	mixed	2.9994943	-10.697601	-27.312115
244942	8	['BGC0001288.1', 'BGC0000036.1']	mixed	-0.63916314	-21.840977	-8.024548
244943	18	['BGC0001377.1', 'BGC0001815.1', 'BGC0001378.1', 'BGC0001804.1', 'BGC0001060.1']	mixed	21.374973	36.163025	2.3139818
244944	58	['BGC0001056.1', 'BGC0001130.1']	mixed	-1.7873359	42.28677	6.5485244
244945	4	['BGC0000033.1']	mixed	25.864628	27.360886	-4.7948637
244946	10	['BGC0000026.1']	mixed	5.069935	-13.441536	-8.209357
244947	1	['BGC0000268.1']	Polyketide	-41.98706	-5.223437	-6.207992
244948	4	['BGC0001622.1', 'BGC0001762.1']	mixed	-30.912418	-16.083834	-13.684065
244949	2	['BGC0000873.1', 'BGC0001138.1']	Other	-5.167025	25.728937	-25.37295
244950	82	['BGC0000257.1', 'BGC0000091.1', 'BGC0001063.1']	mixed	-5.8145022	-41.59949	-3.4748075
244951	2	['BGC0000105.1']	Polyketide	-3.0189219	-10.318091	-16.029139
244952	7	['BGC0001046.1']	mixed	-3.3761415	-9.578647	-11.430983
244953	2	['BGC0000198.1']	mixed	-40.404808	-14.279643	-10.705517
244954	5	['BGC0002021.1']	mixed	-32.580887	-27.591341	-5.833815
244955	1	['BGC0001922.1']	Polyketide	-39.296726	-4.0524487	-20.335197
244956	4	['BGC0000222.1']	mixed	-34.139153	-14.161789	-14.178267
244957	15	['BGC0000995.1', 'BGC0001114.1', 'BGC0001096.1', 'BGC0001113.1']	mixed	-19.957153	-31.564053	12.192046
244958	56	['BGC0000230.1', 'BGC0000266.1']	mixed	-31.361609	-13.019211	-24.80951
244959	14	['BGC0000182.1']	mixed	-20.43147	-36.591618	19.224642
244960	2	['BGC0001001.1']	mixed	-11.417197	-36.566017	16.476213
244961	5	['BGC0001376.1']	mixed	-38.862255	-14.471358	-27.090334
244962	1	['BGC0000274.1']	Polyketide	-14.166971	-9.181296	-30.355276
244963	12	['BGC0000976.1', 'BGC0001970.1', 'BGC0001165.1', 'BGC0001971.1']	mixed	-13.164175	-36.797485	15.6976185
244964	1	['BGC0000223.1']	Polyketide	-26.252197	-2.5526347	-20.939665
244965	14	['BGC0000210.1', 'BGC0000247.1']	mixed	-38.617645	-13.693025	-7.267502
244966	9	['BGC0000211.1', 'BGC0000263.1', 'BGC0000226.1']	mixed	-37.14032	-11.587118	-13.943161
244967	1	['BGC0000270.1']	Polyketide	-26.926256	-2.7913353	-11.608927
244968	64	['BGC0001759.1', 'BGC0000136.1', 'BGC0000137.1']	mixed	-13.821665	-25.104921	0.09431824
244969	2	['BGC0001784.1', 'BGC0001939.1']	Polyketide	-28.450884	-7.992733	-2.121958
244970	7	['BGC0000256.1']	mixed	-41.131058	-9.488404	-16.41963
244971	1	['BGC0000213.1']	Polyketide	-4.444653	-5.015562	-26.537285
244972	1	['BGC0001065.1']	Polyketide	-38.675194	-8.368465	5.7921114
244973	10	['BGC0000963.1', 'BGC0001048.1', 'BGC0001058.1']	mixed	16.811718	-14.734825	38.687035
244974	4	['BGC0000130.1']	Polyketide	-38.36349	9.646605	10.87527
244975	3	['BGC0001963.1']	mixed	-6.7475057	-22.32019	-12.617914
244976	1	['BGC0000042.1']	Polyketide	-2.410425	-16.67881	-11.582448
244977	78	[]	NRP	7.4852304	-10.805951	-31.940424
244978	4	['BGC0000216.1']	mixed	-35.350235	-6.858291	-19.217379
244979	20	['BGC0002028.1', 'BGC0001661.1', 'BGC0001960.1', 'BGC0000245.1']	mixed	-35.237568	-9.932354	-11.302108
244980	1	['BGC0000093.1']	Polyketide	-30.525047	5.117107	-7.4172225
244981	1	['BGC0000021.1']	Polyketide	-14.612431	-16.279314	-12.424429
244982	2	['BGC0001381.1']	mixed	-18.514631	-19.704132	-7.0338054
244983	20	['BGC0001438.1']	mixed	-40.134304	-10.428283	-8.146715
244984	66	['BGC0000314.1', 'BGC0001967.1', 'BGC0000299.1']	mixed	3.3843205	-3.3927174	-24.549374
244985	13	['BGC0001369.1']	mixed	-9.770001	8.048669	-24.359993
244986	55	['BGC0000229.1', 'BGC0000201.1', 'BGC0000246.1', 'BGC0000239.1', 'BGC0000227.1', 'BGC0001384.1', 'BGC0000267.1', 'BGC0001769.1']	mixed	-37.343307	-9.5846	-8.797651
244987	17	['BGC0001807.1']	mixed	18.028574	-31.23501	9.999982
244988	1	['BGC0000187.1']	Polyketide	-1.442523	-3.6240742	-29.4771
244989	3	['BGC0001115.1']	mixed	-21.152496	-35.959373	21.807325
244990	1	['BGC0001433.1']	Polyketide	-5.1745267	-2.5538607	1.8067985
244991	1	['BGC0001204.1']	Polyketide	-0.64574736	-18.87456	-7.816498
244992	1	['BGC0000135.1']	Polyketide	0.5735536	-23.687752	0.6085017
244993	26	['BGC0000224.1', 'BGC0000190.1']	mixed	-28.455278	-15.39661	-22.300018
244994	2882	[]	mixed	-8.555662	5.6517315	-24.641304
244995	4605	[]	Other	-0.88215137	2.9128883	-40.863705
244996	62	['BGC0000253.1']	mixed	-29.39086	0.13437922	-24.049065
244997	13	[]	mixed	-26.866488	-20.642847	-44.793354
244998	35	[]	mixed	-8.803768	-6.6872206	-21.817533
244999	524	[]	mixed	-11.269731	2.6889536	-36.010353
245000	700	[]	mixed	-10.31233	32.49558	22.573832
245001	848	[]	mixed	-7.1227994	-0.9687622	-42.873646
245002	5	[]	mixed	-9.391017	-13.6824045	-24.364702
245003	3	[]	mixed	-8.985872	-11.980245	1.7120286
245004	7	[]	mixed	-19.641232	21.096437	23.992058
245005	4	[]	mixed	31.924934	17.352732	34.51053
245006	27	['BGC0001956.1', 'BGC0001958.1', 'BGC0001957.1']	mixed	2.3939717	-14.410787	43.224964
245007	2	[]	mixed	-0.41540498	6.6151195	42.015327
245008	6271	[]	mixed	3.2541482	28.745476	17.879732
245009	5856	[]	mixed	-8.515696	6.596716	1.0590869
245010	5455	[]	mixed	23.468332	-28.326212	3.227189
245011	6572	['BGC0001021.1']	mixed	6.580857	-12.28302	18.662378
245012	3239	[]	mixed	-12.414273	6.7131987	-3.0729911
245013	6347	[]	mixed	-4.035566	18.48991	13.688873
245014	6259	[]	mixed	17.241219	-2.1721985	1.7395477
245015	248	[]	mixed	-2.995616	7.978106	16.861197
245016	18	[]	mixed	-22.517185	-34.88012	14.194675
245017	14	[]	mixed	-33.98206	18.28018	32.049747
245018	17	[]	mixed	-5.3840275	-14.97492	25.920763
245019	1648	[]	mixed	11.039387	28.780514	2.4828653
245020	1671	[]	Polyketide	3.4260123	18.55653	-11.496475
245021	106	[]	Polyketide	1.4884467	14.445297	-11.685171
245022	38	[]	mixed	-1.6447964	9.923168	-12.090567
245023	2	[]	mixed	-10.673761	28.397268	-7.854507
245024	3746	[]	mixed	-3.274826	16.739285	11.592236
245025	6	[]	mixed	17.906769	-4.745096	8.861507
245026	473	[]	mixed	-4.024369	19.09126	38.713345
245027	654	[]	mixed	-0.66762537	15.891092	12.439439
245028	905	[]	Other	-9.139358	3.843517	-41.35267
245029	102	['BGC0000140.1']	mixed	15.818015	-19.587784	6.120056
245030	61	[]	mixed	-3.0491302	-15.255739	17.718672
245031	6362	[]	mixed	-27.937275	10.857526	5.6255364
245032	32	[]	Other	-3.7515295	3.323644	-37.87239
245033	70	[]	mixed	-25.520082	24.502981	7.6314096
245034	1	[]	Polyketide	-0.7871486	40.389294	-10.532409
245035	1	[]	mixed	-22.004618	34.693645	24.80701
245036	1	[]	mixed	-4.417495	40.15314	-5.5573487
245037	1	[]	mixed	-31.874512	-21.940931	-20.767326
245038	1	[]	mixed	33.23628	-0.116609044	18.327131
245039	1	[]	mixed	10.009141	0.024199061	-23.108435
245040	1	[]	mixed	0.48543474	-35.078407	21.794949
245041	1	[]	mixed	6.9145584	22.849794	-8.774123
245042	1	[]	mixed	-9.706984	-3.694713	-9.68905
245043	1	[]	Polyketide	-22.332222	2.1974406	-34.59348
